problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
202B,10,11.0,75.0,133.0,517.0,86.0,650.0,505.22,4177.07,37.91,158366.73,8798.15,1.3924,23.0,77.0,71.0,0.0,30.4,30.4
202B,13,11.0,75.0,136.0,482.0,86.0,618.0,505.22,3971.43,35.35,140376.87,7798.71,1.3238,21.0,76.0,74.0,0.0,30.95,30.95
202B,12,11.0,74.0,148.0,532.0,85.0,680.0,497.55,4358.39,39.54,172332.93,9574.05,1.4528,25.0,86.0,82.0,0.0,28.96,28.96
202B,15,11.0,79.0,129.0,559.0,90.0,688.0,536.05,4466.39,38.92,173821.91,9656.77,1.4888,24.0,90.0,81.0,0.0,28.59,28.59
202B,16,11.0,75.0,145.0,528.0,86.0,673.0,505.22,4324.88,38.72,167459.21,9303.29,1.4416,26.0,89.0,80.0,0.0,28.52,28.52
202B,3,11.0,81.0,129.0,548.0,92.0,677.0,551.58,4416.45,37.21,164335.61,9129.76,1.4722,23.0,89.0,80.0,0.0,28.86,28.86
202B,1,11.0,75.0,147.0,576.0,86.0,723.0,505.22,4646.19,42.24,196255.04,10903.06,1.5487,27.0,98.0,89.0,0.0,27.25,27.25
202B,7,12.0,76.0,140.0,588.0,88.0,728.0,517.86,4702.47,46.42,218293.43,12127.41,1.5675,25.0,88.0,79.0,0.0,28.51,28.51
202B,8,11.0,80.0,151.0,570.0,91.0,721.0,543.81,4692.12,39.19,183872.45,10215.14,1.564,26.0,95.0,89.0,0.0,27.65,27.65
202B,5,11.0,84.0,152.0,617.0,95.0,769.0,575.01,5052.22,40.4,204103.63,11339.09,1.6841,26.0,89.0,79.0,0.0,28.05,28.05
202B,11,11.0,79.0,141.0,607.0,90.0,748.0,536.05,4855.91,42.26,205208.13,11400.45,1.6186,26.0,99.0,89.0,0.0,27.16,27.16
202B,4,11.0,84.0,167.0,711.0,95.0,878.0,575.01,5768.33,46.55,268536.51,14918.7,1.9228,29.0,111.0,101.0,0.0,25.15,25.15
202B,6,11.0,82.0,159.0,673.0,93.0,832.0,559.37,5440.58,45.14,245589.11,13643.84,1.8135,26.0,102.0,91.0,0.0,26.53,26.53
202B,14,11.0,79.0,171.0,696.0,90.0,867.0,536.05,5628.44,48.46,272729.82,15151.66,1.8761,29.0,104.0,94.0,0.0,25.84,25.84
202B,19,11.0,63.0,137.0,484.0,74.0,621.0,414.62,3856.07,42.25,162934.28,9051.9,1.2854,23.0,64.0,62.0,0.0,32.4,32.4
202B,24,11.0,84.0,128.0,541.0,95.0,669.0,575.01,4395.23,35.42,155690.68,8649.48,1.4651,19.0,78.0,76.0,0.0,30.66,30.66
202B,20,11.0,81.0,138.0,576.0,92.0,714.0,551.58,4657.82,39.11,182172.64,10120.7,1.5526,21.0,88.0,83.0,0.0,29.07,29.07
202B,25,11.0,83.0,133.0,548.0,94.0,681.0,567.18,4463.68,36.31,162090.56,9005.03,1.4879,23.0,79.0,75.0,0.0,29.96,29.96
202B,21,11.0,73.0,131.0,523.0,84.0,654.0,489.91,4180.58,39.4,164731.86,9151.77,1.3935,22.0,78.0,73.0,0.0,30.41,30.41
202B,27,11.0,73.0,151.0,523.0,84.0,674.0,489.91,4308.42,39.4,169769.53,9431.64,1.4361,25.0,79.0,75.0,0.0,29.8,29.8
202B,23,11.0,83.0,136.0,608.0,94.0,744.0,567.18,4876.61,40.29,196474.67,10915.26,1.6255,25.0,88.0,79.0,0.0,28.4,28.4
202B,29,11.0,86.0,129.0,535.0,97.0,664.0,590.71,4382.34,34.22,149942.35,8330.13,1.4608,23.0,84.0,75.0,0.0,29.43,29.43
202B,18,11.0,95.0,164.0,689.0,106.0,853.0,662.19,5738.92,39.89,228922.34,12717.91,1.913,26.0,98.0,94.0,0.02,35.26,26.75
