problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
5E,1,8.0,43.0,66.0,240.0,51.0,306.0,257.33,1735.76,22.33,38751.9,2152.88,0.5786,11.0,34.0,31.0,0.0,42.43,42.43
5E,2,8.0,43.0,70.0,262.0,51.0,332.0,257.33,1883.25,24.37,45898.63,2549.92,0.6277,13.0,32.0,29.0,0.0,42.49,42.49
5E,3,8.0,39.0,41.0,156.0,47.0,197.0,230.13,1094.25,16.0,17508.06,972.67,0.3648,7.0,30.0,24.0,0.0,45.56,45.56
5E,4,8.0,39.0,42.0,178.0,47.0,220.0,230.13,1222.01,18.26,22309.51,1239.42,0.4073,8.0,31.0,25.0,0.0,44.78,44.78
5E,5,9.0,47.0,72.0,274.0,56.0,346.0,289.6,2009.34,26.23,52713.24,2928.51,0.6698,13.0,42.0,39.0,0.0,39.71,39.71
5E,6,8.0,54.0,70.0,317.0,62.0,387.0,334.76,2304.27,23.48,54107.77,3005.99,0.7681,14.0,40.0,34.0,0.0,39.63,39.63
5E,7,7.0,65.0,40.0,164.0,72.0,204.0,411.11,1258.66,8.83,11114.98,617.5,0.4196,7.0,27.0,18.0,0.14,66.56,46.13
5E,8,9.0,73.0,65.0,237.0,82.0,302.0,480.39,1919.98,14.61,28050.13,1558.34,0.64,11.0,37.0,25.0,0.19,64.23,41.32
5E,9,8.0,43.0,63.0,224.0,51.0,287.0,257.33,1627.99,20.84,33922.69,1884.59,0.5427,11.0,33.0,30.0,0.0,42.91,42.91
5E,10,8.0,43.0,67.0,262.0,51.0,329.0,257.33,1866.23,24.37,45483.88,2526.88,0.6221,13.0,41.0,38.0,0.0,40.17,40.17
5E,11,7.0,37.0,41.0,135.0,44.0,176.0,212.4,960.86,12.77,12270.44,681.69,0.3203,6.0,26.0,20.0,0.0,47.44,47.44
5E,12,9.0,48.0,72.0,275.0,57.0,347.0,296.61,2024.01,25.78,52181.58,2898.98,0.6747,13.0,34.0,31.0,0.0,41.69,41.69
5E,13,8.0,39.0,41.0,165.0,47.0,206.0,230.13,1144.25,16.92,19364.15,1075.79,0.3814,7.0,29.0,23.0,0.0,45.74,45.74
