problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
629B,pass@26,4.0,11.0,9.0,18.0,15.0,27.0,46.05,105.49,3.27,345.23,19.18,0.0352,5.0,23.0,24.0,0.0,55.05,55.05
629B,pass@27,5.0,22.0,18.0,36.0,27.0,54.0,109.72,256.76,4.09,1050.4,58.36,0.0856,0.0,30.0,30.0,0.0,49.83,50.91
629B,pass@28,4.0,11.0,9.0,18.0,15.0,27.0,46.05,105.49,3.27,345.23,19.18,0.0352,5.0,23.0,24.0,0.0,55.05,55.05
629B,pass@29,4.0,16.0,14.0,28.0,20.0,42.0,72.0,181.52,3.5,635.32,35.3,0.0605,7.0,27.0,27.0,0.0,52.02,52.02
629B,pass@30,3.0,9.0,9.0,18.0,12.0,27.0,33.28,96.79,3.0,290.38,16.13,0.0323,3.0,20.0,21.0,0.0,56.85,56.85
629B,pass@31,4.0,16.0,14.0,28.0,20.0,42.0,72.0,181.52,3.5,635.32,35.3,0.0605,7.0,27.0,27.0,0.0,52.02,52.02
629B,pass@32,4.0,8.0,4.0,8.0,12.0,12.0,32.0,43.02,2.0,86.04,4.78,0.0143,5.0,24.0,26.0,0.0,57.02,57.02
630J,pass@1,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
630J,pass@2,2.0,2.0,2.0,4.0,4.0,6.0,4.0,12.0,2.0,24.0,1.33,0.004,0.0,2.0,2.0,0.0,85.61,85.88
630J,pass@3,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
630J,pass@4,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
630J,pass@5,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
630J,pass@6,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
630J,pass@7,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
630J,pass@8,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
630J,pass@9,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,3.0,3.0,0.0,84.72,84.85
630J,pass@10,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.75,0.5,2.38,0.13,0.0016,0.0,2.0,2.0,0.0,88.56,88.69
