problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
590B,pass@14,7.0,82.0,70.0,140.0,89.0,210.0,540.97,1359.9,5.98,8126.26,451.46,0.4533,3.0,60.0,60.0,0.0,38.06,38.87
590B,pass@16,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,4.0,29.0,29.0,0.0,50.37,50.37
590B,pass@12,5.0,28.0,17.0,34.0,33.0,51.0,146.22,257.26,3.04,780.98,43.39,0.0858,1.0,23.0,23.0,0.0,53.01,53.28
590B,pass@15,6.0,31.0,19.0,38.0,37.0,57.0,169.09,296.94,3.68,1091.97,60.66,0.099,3.0,24.0,24.0,0.0,52.17,52.17
590B,pass@10,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,4.0,31.0,31.0,0.0,49.74,49.74
590B,pass@17,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,30.0,30.0,0.0,50.05,50.19
590B,pass@18,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,4.0,30.0,30.0,0.0,50.05,50.05
590B,pass@19,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,30.0,30.0,0.0,50.05,50.19
590B,pass@20,5.0,27.0,15.0,30.0,32.0,45.0,139.99,225.0,2.78,625.0,34.72,0.075,3.0,28.0,28.0,0.0,51.56,51.56
590B,pass@23,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,30.0,30.0,0.0,50.05,50.19
590B,pass@21,5.0,29.0,21.0,42.0,34.0,63.0,152.49,320.51,3.62,1160.47,64.47,0.1068,4.0,26.0,26.0,0.0,51.05,51.05
590B,pass@26,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,4.0,28.0,28.0,0.0,50.7,50.7
590B,pass@22,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,4.0,28.0,28.0,0.0,50.7,50.7
590B,pass@29,5.0,35.0,19.0,38.0,40.0,57.0,191.13,303.35,2.71,823.38,45.74,0.1011,3.0,29.0,29.0,0.0,50.32,50.32
590B,pass@28,5.0,27.0,19.0,38.0,32.0,57.0,139.99,285.0,3.52,1002.78,55.71,0.095,3.0,29.0,29.0,0.0,50.37,50.51
